checking_status,duration,loan_history,purpose,loan_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_loans,job,num_dependents,own_telephone,foreign_worker,accepted,label,foreign_worker_binary,checking_status_ordinal,savings_status_ordinal,employment_ordinal,installment_commitment_ordinal
None,18.0,Critical_acct_other_loans_existing,used_car,3850.0,<100DM,4_to_7yrs,3.0,male_single,None,1.0,car_or_other_nonsavings,27.0,none,own,22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,2.0,3.0
<0DM,18.0,Existing_loans_paid_till_now,furniture/equipment,3650.0,<100DM,<1yr,1.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,22.0,none,rent,f1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,0.0,1.0
<0DM,36.0,Existing_loans_paid_till_now,furniture/equipment,3446.0,<100DM,>7yrs,4.0,male_single,None,2.0,car_or_other_nonsavings,42.0,none,own,k1,skilled_employee/official,2.0,No,yes,1.0,1.0,1.0,0.0,0.0,3.0,4.0
0_to_200DM,18.0,Existing_loans_paid_till_now,furniture/equipment,3001.0,<100DM,4_to_7yrs,2.0,female_divorced/separated/married,None,4.0,real_estate,40.0,none,rent,i1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,0.0,2.0,2.0
None,36.0,Existing_loans_paid_till_now,new_car,3079.0,Unknown_or_no_savings_acct,1_to_4yrs,4.0,male_single,None,4.0,real_estate,36.0,none,own,l1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,-1.0,1.0,4.0
None,18.0,Critical_acct_other_loans_existing,radio/television,6070.0,<100DM,>7yrs,3.0,male_single,None,4.0,car_or_other_nonsavings,33.0,none,own,22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,3.0,3.0
None,10.0,Critical_acct_other_loans_existing,furniture/equipment,2146.0,<100DM,<1yr,1.0,female_divorced/separated/married,None,3.0,real_estate,23.0,none,rent,22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,0.0,1.0
None,60.0,Critical_acct_other_loans_existing,new_car,13756.0,Unknown_or_no_savings_acct,>7yrs,2.0,male_single,None,4.0,unknown/no_property,63.0,bank,for_free,1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,3.0,2.0
0_to_200DM,60.0,All_loans_paid_duly,other,14782.0,100_to_500DM,>7yrs,3.0,female_divorced/separated/married,None,4.0,unknown/no_property,60.0,bank,for_free,22,management_self-employed_highly_qualified/officer,1.0,Yes,yes,1.0,1.0,1.0,1.0,1.0,3.0,3.0
<0DM,48.0,All_loans_paid_duly,business,7685.0,<100DM,4_to_7yrs,2.0,female_divorced/separated/married,guarantor,4.0,car_or_other_nonsavings,37.0,none,rent,fj1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,0.0,2.0,2.0
None,18.0,Delay_in_past,radio/television,2320.0,<100DM,unemployed,2.0,male_married/widowed,None,3.0,real_estate,34.0,none,own,z22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,-1.0,2.0
None,7.0,Delay_in_past,radio/television,846.0,Unknown_or_no_savings_acct,>7yrs,3.0,male_single,None,4.0,unknown/no_property,36.0,none,for_free,i1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,-1.0,3.0,3.0
0_to_200DM,36.0,Existing_loans_paid_till_now,new_car,14318.0,<100DM,>7yrs,4.0,male_single,None,2.0,unknown/no_property,57.0,none,for_free,u1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,1.0,1.0,1.0,1.0,0.0,3.0,4.0
None,6.0,Critical_acct_other_loans_existing,new_car,362.0,100_to_500DM,1_to_4yrs,4.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,52.0,none,own,j22,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,-1.0,1.0,1.0,4.0
<0DM,20.0,Existing_loans_paid_till_now,furniture/equipment,2212.0,Unknown_or_no_savings_acct,4_to_7yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,39.0,none,own,hf1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,0.0,-1.0,2.0,4.0
0_to_200DM,18.0,Existing_loans_paid_till_now,used_car,12976.0,<100DM,unemployed,3.0,female_divorced/separated/married,None,4.0,unknown/no_property,38.0,none,for_free,pg1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,1.0,1.0,1.0,1.0,0.0,-1.0,3.0
None,22.0,Existing_loans_paid_till_now,new_car,1283.0,Unknown_or_no_savings_acct,4_to_7yrs,4.0,female_divorced/separated/married,None,4.0,building_society_savings_agreement/life_insurance,25.0,none,rent,e1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,-1.0,2.0,4.0
>200DM,12.0,Existing_loans_paid_till_now,new_car,1330.0,<100DM,<1yr,4.0,male_single,None,1.0,real_estate,26.0,none,own,k1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,2.0,0.0,0.0,4.0
None,30.0,Delay_in_past,business,4272.0,100_to_500DM,1_to_4yrs,2.0,male_single,None,2.0,building_society_savings_agreement/life_insurance,26.0,none,own,r22,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,-1.0,1.0,1.0,2.0
None,18.0,Critical_acct_other_loans_existing,radio/television,2238.0,<100DM,1_to_4yrs,2.0,female_divorced/separated/married,None,1.0,car_or_other_nonsavings,25.0,none,own,v22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,1.0,2.0
None,18.0,Existing_loans_paid_till_now,radio/television,1126.0,Unknown_or_no_savings_acct,<1yr,4.0,female_divorced/separated/married,None,2.0,real_estate,21.0,none,rent,u1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,0.0,4.0
0_to_200DM,18.0,Critical_acct_other_loans_existing,furniture/equipment,7374.0,<100DM,unemployed,4.0,male_single,None,4.0,building_society_savings_agreement/life_insurance,40.0,stores,own,22,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,1.0,0.0,-1.0,4.0
0_to_200DM,15.0,Critical_acct_other_loans_existing,business,2326.0,500_to_1000DM,1_to_4yrs,2.0,male_single,None,4.0,car_or_other_nonsavings,27.0,bank,own,ue1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,2.0,1.0,2.0
None,9.0,Existing_loans_paid_till_now,business,1449.0,<100DM,4_to_7yrs,3.0,female_divorced/separated/married,None,2.0,car_or_other_nonsavings,27.0,none,own,sp22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,2.0,3.0
None,18.0,Existing_loans_paid_till_now,new_car,1820.0,<100DM,1_to_4yrs,2.0,male_married/widowed,None,2.0,building_society_savings_agreement/life_insurance,30.0,none,own,p1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,1.0,2.0
0_to_200DM,12.0,Existing_loans_paid_till_now,furniture/equipment,983.0,>1000DM,<1yr,1.0,female_divorced/separated/married,None,4.0,real_estate,19.0,none,rent,n1,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,1.0,3.0,0.0,1.0
<0DM,36.0,Existing_loans_paid_till_now,new_car,3249.0,<100DM,4_to_7yrs,2.0,male_single,None,4.0,unknown/no_property,39.0,bank,for_free,c1,management_self-employed_highly_qualified/officer,2.0,Yes,yes,2.0,0.0,1.0,0.0,0.0,2.0,2.0
<0DM,6.0,Critical_acct_other_loans_existing,radio/television,1957.0,<100DM,4_to_7yrs,1.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,31.0,none,own,wl1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,2.0,1.0
None,9.0,Critical_acct_other_loans_existing,furniture/equipment,2406.0,<100DM,unemployed,2.0,male_single,None,3.0,car_or_other_nonsavings,31.0,none,own,1,management_self-employed_highly_qualified/officer,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,-1.0,2.0
0_to_200DM,39.0,Delay_in_past,education,11760.0,100_to_500DM,4_to_7yrs,2.0,male_single,None,3.0,unknown/no_property,32.0,none,rent,uk1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,1.0,1.0,2.0,2.0
<0DM,12.0,Existing_loans_paid_till_now,furniture/equipment,2578.0,<100DM,unemployed,3.0,female_divorced/separated/married,None,4.0,unknown/no_property,55.0,none,for_free,1,management_self-employed_highly_qualified/officer,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,-1.0,3.0
<0DM,36.0,Critical_acct_other_loans_existing,furniture/equipment,2348.0,<100DM,1_to_4yrs,3.0,male_married/widowed,None,2.0,building_society_savings_agreement/life_insurance,46.0,none,own,za22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,0.0,0.0,1.0,3.0
0_to_200DM,12.0,Existing_loans_paid_till_now,new_car,1223.0,<100DM,>7yrs,1.0,male_divorced/separated,None,1.0,real_estate,46.0,none,rent,wi22,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,1.0,0.0,3.0,1.0
None,24.0,Critical_acct_other_loans_existing,radio/television,1516.0,>1000DM,1_to_4yrs,4.0,female_divorced/separated/married,None,1.0,real_estate,43.0,none,own,hc22,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,-1.0,3.0,1.0,4.0
None,18.0,Existing_loans_paid_till_now,radio/television,1473.0,<100DM,<1yr,3.0,male_married/widowed,None,4.0,real_estate,39.0,none,own,yr1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,0.0,3.0
0_to_200DM,18.0,Critical_acct_other_loans_existing,business,1887.0,Unknown_or_no_savings_acct,1_to_4yrs,4.0,male_married/widowed,None,4.0,real_estate,28.0,bank,own,22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,-1.0,1.0,4.0
None,24.0,Delay_in_past,business,8648.0,<100DM,<1yr,2.0,male_single,None,2.0,car_or_other_nonsavings,27.0,bank,own,w22,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,-1.0,0.0,0.0,2.0
None,14.0,Delay_in_past,new_car,802.0,<100DM,1_to_4yrs,4.0,male_single,None,2.0,car_or_other_nonsavings,27.0,none,own,22,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,1.0,4.0
0_to_200DM,18.0,Delay_in_past,new_car,2899.0,Unknown_or_no_savings_acct,>7yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,43.0,none,own,j1,skilled_employee/official,2.0,No,yes,2.0,0.0,1.0,1.0,-1.0,3.0,4.0
0_to_200DM,24.0,Existing_loans_paid_till_now,radio/television,2039.0,<100DM,<1yr,1.0,male_married/widowed,None,1.0,building_society_savings_agreement/life_insurance,22.0,none,own,s1,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,1.0,0.0,0.0,1.0
None,24.0,Critical_acct_other_loans_existing,used_car,2197.0,Unknown_or_no_savings_acct,4_to_7yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,43.0,none,own,m22,skilled_employee/official,2.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,2.0,4.0
<0DM,15.0,Existing_loans_paid_till_now,radio/television,1053.0,<100DM,<1yr,4.0,male_married/widowed,None,2.0,real_estate,27.0,none,own,d1,skilled_employee/official,1.0,No,no,2.0,0.0,0.0,0.0,0.0,0.0,4.0
None,24.0,Existing_loans_paid_till_now,radio/television,3235.0,500_to_1000DM,>7yrs,3.0,male_divorced/separated,None,2.0,car_or_other_nonsavings,26.0,none,own,1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,2.0,3.0,3.0
>200DM,12.0,Critical_acct_other_loans_existing,new_car,939.0,500_to_1000DM,4_to_7yrs,4.0,male_married/widowed,None,2.0,real_estate,28.0,none,own,zn333,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,2.0,2.0,2.0,4.0
0_to_200DM,24.0,Existing_loans_paid_till_now,radio/television,1967.0,<100DM,>7yrs,4.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,20.0,none,own,a1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,1.0,0.0,3.0,4.0
None,33.0,Critical_acct_other_loans_existing,used_car,7253.0,<100DM,4_to_7yrs,3.0,male_single,None,2.0,car_or_other_nonsavings,35.0,none,own,m22,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,2.0,3.0
None,12.0,Critical_acct_other_loans_existing,business,2292.0,<100DM,unemployed,4.0,male_single,None,2.0,car_or_other_nonsavings,42.0,stores,own,h22,management_self-employed_highly_qualified/officer,1.0,Yes,yes,1.0,1.0,1.0,-1.0,0.0,-1.0,4.0
None,10.0,Existing_loans_paid_till_now,new_car,1597.0,500_to_1000DM,1_to_4yrs,3.0,male_single,None,2.0,unknown/no_property,40.0,none,rent,gn1,unskilled_resident,2.0,No,no,2.0,0.0,0.0,-1.0,2.0,1.0,3.0
<0DM,24.0,Existing_loans_paid_till_now,new_car,1381.0,Unknown_or_no_savings_acct,1_to_4yrs,4.0,female_divorced/separated/married,None,2.0,building_society_savings_agreement/life_insurance,35.0,none,own,l1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,0.0,-1.0,1.0,4.0
None,36.0,Critical_acct_other_loans_existing,used_car,5842.0,<100DM,>7yrs,2.0,male_single,None,2.0,building_society_savings_agreement/life_insurance,35.0,none,own,x22,skilled_employee/official,2.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,3.0,2.0
<0DM,12.0,Existing_loans_paid_till_now,new_car,2579.0,<100DM,<1yr,4.0,male_single,None,1.0,real_estate,33.0,none,own,q1,unskilled_resident,2.0,No,yes,1.0,1.0,1.0,0.0,0.0,0.0,4.0
<0DM,18.0,Delay_in_past,education,8471.0,Unknown_or_no_savings_acct,1_to_4yrs,1.0,female_divorced/separated/married,None,2.0,car_or_other_nonsavings,23.0,none,rent,e22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,0.0,-1.0,1.0,1.0
None,21.0,Existing_loans_paid_till_now,new_car,2782.0,500_to_1000DM,4_to_7yrs,1.0,female_divorced/separated/married,None,2.0,car_or_other_nonsavings,31.0,bank,own,f1,management_self-employed_highly_qualified/officer,1.0,No,yes,2.0,0.0,1.0,-1.0,2.0,2.0,1.0
0_to_200DM,18.0,Existing_loans_paid_till_now,new_car,1042.0,Unknown_or_no_savings_acct,1_to_4yrs,4.0,female_divorced/separated/married,None,2.0,building_society_savings_agreement/life_insurance,33.0,none,own,1,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,1.0,-1.0,1.0,4.0
None,15.0,Existing_loans_paid_till_now,new_car,3186.0,>1000DM,4_to_7yrs,2.0,female_divorced/separated/married,None,3.0,car_or_other_nonsavings,20.0,none,rent,fs1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,3.0,2.0,2.0
0_to_200DM,12.0,Existing_loans_paid_till_now,used_car,2028.0,Unknown_or_no_savings_acct,1_to_4yrs,4.0,male_single,None,2.0,car_or_other_nonsavings,30.0,none,own,qm1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,-1.0,1.0,4.0
0_to_200DM,12.0,Critical_acct_other_loans_existing,new_car,958.0,<100DM,4_to_7yrs,2.0,male_single,None,3.0,real_estate,47.0,none,own,oj22,unskilled_resident,2.0,No,yes,2.0,0.0,1.0,1.0,0.0,2.0,2.0
None,21.0,Delay_in_past,furniture/equipment,1591.0,100_to_500DM,4_to_7yrs,4.0,male_single,None,3.0,real_estate,34.0,none,own,dj22,management_self-employed_highly_qualified/officer,1.0,No,yes,2.0,0.0,1.0,-1.0,1.0,2.0,4.0
0_to_200DM,12.0,Existing_loans_paid_till_now,furniture/equipment,2762.0,Unknown_or_no_savings_acct,>7yrs,1.0,female_divorced/separated/married,None,2.0,building_society_savings_agreement/life_insurance,25.0,bank,own,1,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,1.0,-1.0,3.0,1.0
0_to_200DM,18.0,Existing_loans_paid_till_now,used_car,2779.0,<100DM,1_to_4yrs,1.0,male_married/widowed,None,3.0,car_or_other_nonsavings,21.0,none,rent,mt1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,1.0,0.0,1.0,1.0
None,28.0,Critical_acct_other_loans_existing,radio/television,2743.0,<100DM,>7yrs,4.0,male_single,None,2.0,car_or_other_nonsavings,29.0,none,own,lu22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,3.0,4.0
None,18.0,Critical_acct_other_loans_existing,radio/television,1149.0,>1000DM,1_to_4yrs,4.0,male_single,None,3.0,real_estate,46.0,none,own,22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,3.0,1.0,4.0
None,9.0,Existing_loans_paid_till_now,furniture/equipment,1313.0,<100DM,>7yrs,1.0,male_single,None,4.0,car_or_other_nonsavings,20.0,none,own,a1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,3.0,1.0
<0DM,18.0,Critical_acct_other_loans_existing,repairs,1190.0,<100DM,unemployed,2.0,female_divorced/separated/married,None,4.0,unknown/no_property,55.0,none,for_free,333,unemployed/unskilled_nonresident,2.0,No,yes,1.0,1.0,1.0,0.0,0.0,-1.0,2.0
None,5.0,Existing_loans_paid_till_now,business,3448.0,<100DM,4_to_7yrs,1.0,male_single,None,4.0,real_estate,74.0,none,own,v1,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,2.0,1.0
0_to_200DM,24.0,Existing_loans_paid_till_now,other,11328.0,<100DM,1_to_4yrs,2.0,male_single,co-applicant,3.0,car_or_other_nonsavings,29.0,bank,own,br22,management_self-employed_highly_qualified/officer,1.0,Yes,yes,1.0,1.0,1.0,1.0,0.0,1.0,2.0
<0DM,6.0,Critical_acct_other_loans_existing,furniture/equipment,1872.0,<100DM,unemployed,4.0,male_single,None,4.0,unknown/no_property,36.0,none,for_free,333,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,0.0,0.0,-1.0,4.0
None,24.0,Critical_acct_other_loans_existing,repairs,2058.0,<100DM,1_to_4yrs,4.0,male_divorced/separated,None,2.0,real_estate,33.0,none,own,22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,1.0,4.0
<0DM,9.0,Existing_loans_paid_till_now,furniture/equipment,2136.0,<100DM,1_to_4yrs,3.0,male_single,None,2.0,real_estate,25.0,none,own,zg1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,1.0,3.0
0_to_200DM,12.0,Existing_loans_paid_till_now,radio/television,1484.0,Unknown_or_no_savings_acct,1_to_4yrs,2.0,male_married/widowed,None,1.0,real_estate,25.0,none,own,o1,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,1.0,-1.0,1.0,2.0
None,6.0,Existing_loans_paid_till_now,repairs,660.0,500_to_1000DM,4_to_7yrs,2.0,male_married/widowed,None,4.0,real_estate,23.0,none,rent,q1,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,-1.0,2.0,2.0,2.0
None,24.0,Critical_acct_other_loans_existing,new_car,1287.0,>1000DM,>7yrs,4.0,female_divorced/separated/married,None,4.0,real_estate,37.0,none,own,z22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,3.0,3.0,4.0
<0DM,42.0,Critical_acct_other_loans_existing,repairs,3394.0,<100DM,unemployed,4.0,male_single,co-applicant,4.0,car_or_other_nonsavings,65.0,none,own,22,unemployed/unskilled_nonresident,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,-1.0,4.0
>200DM,12.0,All_loans_paid_duly,business,609.0,<100DM,<1yr,4.0,female_divorced/separated/married,None,1.0,real_estate,26.0,none,own,p1,unemployed/unskilled_nonresident,1.0,No,yes,1.0,1.0,1.0,2.0,0.0,0.0,4.0
None,12.0,Existing_loans_paid_till_now,new_car,1884.0,<100DM,>7yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,39.0,none,own,e1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,3.0,4.0
<0DM,12.0,Existing_loans_paid_till_now,furniture/equipment,1620.0,<100DM,1_to_4yrs,2.0,female_divorced/separated/married,co-applicant,3.0,building_society_savings_agreement/life_insurance,30.0,none,own,1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,1.0,2.0
0_to_200DM,20.0,Delay_in_past,other,2629.0,<100DM,1_to_4yrs,2.0,male_single,None,3.0,car_or_other_nonsavings,29.0,bank,own,bg22,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,1.0,0.0,1.0,2.0
None,12.0,Existing_loans_paid_till_now,education,719.0,<100DM,>7yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,41.0,bank,own,vm1,unskilled_resident,2.0,No,yes,1.0,1.0,1.0,-1.0,0.0,3.0,4.0
0_to_200DM,48.0,Critical_acct_other_loans_existing,furniture/equipment,5096.0,<100DM,1_to_4yrs,2.0,female_divorced/separated/married,None,3.0,car_or_other_nonsavings,30.0,none,own,1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,1.0,1.0,1.0,1.0,0.0,1.0,2.0
None,9.0,Critical_acct_other_loans_existing,education,1244.0,Unknown_or_no_savings_acct,>7yrs,4.0,female_divorced/separated/married,None,4.0,building_society_savings_agreement/life_insurance,41.0,none,rent,22,unskilled_resident,1.0,No,yes,2.0,0.0,1.0,-1.0,-1.0,3.0,4.0
<0DM,36.0,Existing_loans_paid_till_now,new_car,1842.0,<100DM,<1yr,4.0,female_divorced/separated/married,None,4.0,car_or_other_nonsavings,34.0,none,own,x1,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,0.0,4.0
0_to_200DM,7.0,Existing_loans_paid_till_now,radio/television,2576.0,<100DM,1_to_4yrs,2.0,male_single,guarantor,2.0,real_estate,35.0,none,own,1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,1.0,0.0,1.0,2.0
>200DM,12.0,Existing_loans_paid_till_now,furniture/equipment,1424.0,Unknown_or_no_savings_acct,>7yrs,3.0,female_divorced/separated/married,None,4.0,real_estate,55.0,none,own,z1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,2.0,-1.0,3.0,3.0
0_to_200DM,15.0,Delay_in_past,repairs,1512.0,>1000DM,1_to_4yrs,3.0,male_married/widowed,None,3.0,building_society_savings_agreement/life_insurance,61.0,stores,own,22,skilled_employee/official,1.0,No,yes,1.0,1.0,1.0,1.0,3.0,1.0,3.0
None,36.0,Critical_acct_other_loans_existing,used_car,11054.0,Unknown_or_no_savings_acct,1_to_4yrs,4.0,male_single,None,2.0,car_or_other_nonsavings,30.0,none,own,nl1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,-1.0,1.0,4.0
None,6.0,Existing_loans_paid_till_now,radio/television,518.0,<100DM,1_to_4yrs,3.0,female_divorced/separated/married,None,1.0,real_estate,29.0,none,own,w1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,1.0,3.0
None,12.0,No_loans_taken_or_all_paid,furniture/equipment,2759.0,<100DM,>7yrs,2.0,male_single,None,4.0,building_society_savings_agreement/life_insurance,34.0,none,own,n22,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,-1.0,0.0,3.0,2.0
None,24.0,Existing_loans_paid_till_now,used_car,2670.0,<100DM,>7yrs,4.0,male_single,None,4.0,car_or_other_nonsavings,35.0,none,own,1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,3.0,4.0
<0DM,24.0,Existing_loans_paid_till_now,new_car,4817.0,<100DM,4_to_7yrs,2.0,male_single,co-applicant,3.0,building_society_savings_agreement/life_insurance,31.0,none,own,1,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,2.0,2.0
None,24.0,Existing_loans_paid_till_now,used_car,2679.0,<100DM,<1yr,4.0,female_divorced/separated/married,None,1.0,unknown/no_property,29.0,none,own,o1,management_self-employed_highly_qualified/officer,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,0.0,4.0
<0DM,11.0,Critical_acct_other_loans_existing,new_car,3905.0,<100DM,1_to_4yrs,2.0,male_single,None,2.0,real_estate,36.0,none,rent,b22,skilled_employee/official,2.0,No,yes,2.0,0.0,1.0,0.0,0.0,1.0,2.0
<0DM,12.0,Existing_loans_paid_till_now,used_car,3386.0,<100DM,>7yrs,3.0,male_single,None,4.0,unknown/no_property,35.0,none,for_free,1,skilled_employee/official,1.0,Yes,yes,1.0,1.0,1.0,0.0,0.0,3.0,3.0
<0DM,6.0,Existing_loans_paid_till_now,domestic_appliances,343.0,<100DM,<1yr,4.0,female_divorced/separated/married,None,1.0,real_estate,27.0,none,own,1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,0.0,4.0
None,18.0,Existing_loans_paid_till_now,radio/television,4594.0,<100DM,<1yr,3.0,male_single,None,2.0,car_or_other_nonsavings,32.0,none,own,q1,skilled_employee/official,1.0,Yes,yes,2.0,0.0,1.0,-1.0,0.0,0.0,3.0
<0DM,36.0,Existing_loans_paid_till_now,furniture/equipment,3620.0,<100DM,1_to_4yrs,1.0,male_single,guarantor,2.0,building_society_savings_agreement/life_insurance,37.0,none,own,d1,skilled_employee/official,2.0,No,yes,2.0,0.0,1.0,0.0,0.0,1.0,1.0
<0DM,15.0,Existing_loans_paid_till_now,new_car,1721.0,<100DM,<1yr,2.0,male_single,None,3.0,real_estate,36.0,none,own,gr1,skilled_employee/official,1.0,No,yes,2.0,0.0,1.0,0.0,0.0,0.0,2.0
